Downloaded from wid.world on 31-03-2020 at 09:44:09
Benin;"sptinc_p90p100_z_BJ
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.5472407098
Benin;"sptinc_p50p90_z_BJ
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.3380974769
Benin;"sptinc_p0p50_z_BJ
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1146617983
Benin;"sptinc_p99p100_z_BJ
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1750311739
Bosnia and Herzegovina;"sptinc_p90p100_z_BA
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3276
Bosnia and Herzegovina;"sptinc_p50p90_z_BA
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.4632
Bosnia and Herzegovina;"sptinc_p0p50_z_BA
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.2092
Bosnia and Herzegovina;"sptinc_p99p100_z_BA
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.0895
Botswana;"sptinc_p90p100_z_BW
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.5889187105
Botswana;"sptinc_p50p90_z_BW
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.32409976
Botswana;"sptinc_p0p50_z_BW
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.0869815268
Botswana;"sptinc_p99p100_z_BW
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.2259700767
Brazil;"sptinc_p90p100_z_BR
Pre-tax national income 
Top 10% | share
";p90p100;2017;
Brazil;"sptinc_p50p90_z_BR
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;
Brazil;"sptinc_p0p50_z_BR
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;
Brazil;"sptinc_p99p100_z_BR
Pre-tax national income 
Top 1% | share
";p99p100;2017;
Bremen;"sptinc_p90p100_z_DE-HB
Pre-tax national income 
Top 10% | share
";p90p100;2017;
Bremen;"sptinc_p50p90_z_DE-HB
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;
Bremen;"sptinc_p0p50_z_DE-HB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;
Bremen;"sptinc_p99p100_z_DE-HB
Pre-tax national income 
Top 1% | share
";p99p100;2017;
Bulgaria;"sptinc_p90p100_z_BG
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3737
Bulgaria;"sptinc_p50p90_z_BG
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.4331
Bulgaria;"sptinc_p0p50_z_BG
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1931
Bulgaria;"sptinc_p99p100_z_BG
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1263
Burkina Faso;"sptinc_p90p100_z_BF
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4642646088
Burkina Faso;"sptinc_p50p90_z_BF
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.3704438964
Burkina Faso;"sptinc_p0p50_z_BF
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1652915141
Burkina Faso;"sptinc_p99p100_z_BF
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1430082748
Burundi;"sptinc_p90p100_z_BI
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4775738753
Burundi;"sptinc_p50p90_z_BI
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.3710817196
Burundi;"sptinc_p0p50_z_BI
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1513444158
Burundi;"sptinc_p99p100_z_BI
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1454850695
Cabo Verde;"sptinc_p90p100_z_CV
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.5458661702
Cabo Verde;"sptinc_p50p90_z_CV
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.3412471022
Cabo Verde;"sptinc_p0p50_z_CV
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1128867415
Cabo Verde;"sptinc_p99p100_z_CV
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1917325475
California;"sptinc_p90p100_z_US-CA
Pre-tax national income 
Top 10% | share
";p90p100;2017;
California;"sptinc_p50p90_z_US-CA
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;
California;"sptinc_p0p50_z_US-CA
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;
California;"sptinc_p99p100_z_US-CA
Pre-tax national income 
Top 1% | share
";p99p100;2017;
Cameroon;"sptinc_p90p100_z_CM
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.5166081287
Cameroon;"sptinc_p50p90_z_CM
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.370387617
Cameroon;"sptinc_p0p50_z_CM
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1130042656
Cameroon;"sptinc_p99p100_z_CM
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1573243554
Canada;"sptinc_p90p100_z_CA
Pre-tax national income 
Top 10% | share
";p90p100;2017;
Canada;"sptinc_p50p90_z_CA
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;
Canada;"sptinc_p0p50_z_CA
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;
Canada;"sptinc_p99p100_z_CA
Pre-tax national income 
Top 1% | share
";p99p100;2017;
Central African Republic;"sptinc_p90p100_z_CF
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.6462620597
Central African Republic;"sptinc_p50p90_z_CF
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.2733988264
Central African Republic;"sptinc_p0p50_z_CF
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.0803391045
Central African Republic;"sptinc_p99p100_z_CF
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.3086232084
Chad;"sptinc_p90p100_z_TD
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4892846362
Chad;"sptinc_p50p90_z_TD
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.381211584
Chad;"sptinc_p0p50_z_TD
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1295037902
Chad;"sptinc_p99p100_z_TD
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1559338194
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2017;
Chile;"sptinc_p50p90_z_CL
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;
Chile;"sptinc_p0p50_z_CL
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2017;
China;"sptinc_p90p100_z_CN
Pre-tax national income 
Top 10% | share
";p90p100;2017;
China;"sptinc_p50p90_z_CN
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;
China;"sptinc_p0p50_z_CN
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;
China;"sptinc_p99p100_z_CN
Pre-tax national income 
Top 1% | share
";p99p100;2017;
Colombia;"sptinc_p90p100_z_CO
Pre-tax national income 
Top 10% | share
";p90p100;2017;
Colombia;"sptinc_p50p90_z_CO
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;
Colombia;"sptinc_p0p50_z_CO
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;
Colombia;"sptinc_p99p100_z_CO
Pre-tax national income 
Top 1% | share
";p99p100;2017;
Colorado;"sptinc_p90p100_z_US-CO
Pre-tax national income 
Top 10% | share
";p90p100;2017;
Colorado;"sptinc_p50p90_z_US-CO
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;
Colorado;"sptinc_p0p50_z_US-CO
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;
Colorado;"sptinc_p99p100_z_US-CO
Pre-tax national income 
Top 1% | share
";p99p100;2017;
Comoros;"sptinc_p90p100_z_KM
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4993074957
Comoros;"sptinc_p50p90_z_KM
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.3810290629
Comoros;"sptinc_p0p50_z_KM
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1196634636
Comoros;"sptinc_p99p100_z_KM
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1405766394
Congo;"sptinc_p90p100_z_CG
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.5557739479
Congo;"sptinc_p50p90_z_CG
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.3394210325
Congo;"sptinc_p0p50_z_CG
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1048050086
Congo;"sptinc_p99p100_z_CG
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.2040918046
Connecticut;"sptinc_p90p100_z_US-CT
Pre-tax national income 
Top 10% | share
";p90p100;2017;
Connecticut;"sptinc_p50p90_z_US-CT
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;
Connecticut;"sptinc_p0p50_z_US-CT
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;
Connecticut;"sptinc_p99p100_z_US-CT
Pre-tax national income 
Top 1% | share
";p99p100;2017;
Cote d’Ivoire;"sptinc_p90p100_z_CI
Pre-tax national income 
Top 10% | share
";p90p100;2017;
Cote d’Ivoire;"sptinc_p50p90_z_CI
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;
Cote d’Ivoire;"sptinc_p0p50_z_CI
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;
Cote d’Ivoire;"sptinc_p99p100_z_CI
Pre-tax national income 
Top 1% | share
";p99p100;2017;
Croatia;"sptinc_p90p100_z_HR
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.316
Croatia;"sptinc_p50p90_z_HR
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.4802
Croatia;"sptinc_p0p50_z_HR
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.2038
Croatia;"sptinc_p99p100_z_HR
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.082
Cyprus;"sptinc_p90p100_z_CY
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3648
Cyprus;"sptinc_p50p90_z_CY
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.4463
Cyprus;"sptinc_p0p50_z_CY
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1889
Cyprus;"sptinc_p99p100_z_CY
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1163
Czech Republic;"sptinc_p90p100_z_CZ
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.2924
Czech Republic;"sptinc_p50p90_z_CZ
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.4391
Czech Republic;"sptinc_p0p50_z_CZ
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.2685
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1005
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.5179399291
DR Congo;"sptinc_p50p90_z_CD
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.3587873569
DR Congo;"sptinc_p0p50_z_CD
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.123272725
DR Congo;"sptinc_p99p100_z_CD
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1812774802
Delaware;"sptinc_p90p100_z_US-DE
Pre-tax national income 
Top 10% | share
";p90p100;2017;
Delaware;"sptinc_p50p90_z_US-DE
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;
Delaware;"sptinc_p0p50_z_US-DE
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;
Delaware;"sptinc_p99p100_z_US-DE
Pre-tax national income 
Top 1% | share
";p99p100;2017;
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3103
Denmark;"sptinc_p50p90_z_DK
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.4527
Denmark;"sptinc_p0p50_z_DK
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.237
Denmark;"sptinc_p99p100_z_DK
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1071
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4914661181
Djibouti;"sptinc_p50p90_z_DJ
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.370497128
Djibouti;"sptinc_p0p50_z_DJ
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.138036759
Djibouti;"sptinc_p99p100_z_DJ
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1573595089
Eastern Africa;"sptinc_p90p100_z_QK
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.5317016202
Eastern Africa;"sptinc_p50p90_z_QK
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.3535474138
Eastern Africa;"sptinc_p0p50_z_QK
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1147509615
Eastern Africa;"sptinc_p99p100_z_QK
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1876981943
Eastern Europe;"sptinc_p90p100_z_QM
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3629
Eastern Europe;"sptinc_p50p90_z_QM
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.4496
Eastern Europe;"sptinc_p0p50_z_QM
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1875
Eastern Europe;"sptinc_p99p100_z_QM
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1206
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2017;
Egypt;"sptinc_p50p90_z_EG
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;
Egypt;"sptinc_p0p50_z_EG
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;
Egypt;"sptinc_p99p100_z_EG
Pre-tax national income 
Top 1% | share
";p99p100;2017;
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.5135499532
Equatorial Guinea;"sptinc_p50p90_z_GQ
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.3643032163
Equatorial Guinea;"sptinc_p0p50_z_GQ
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1221468315
Equatorial Guinea;"sptinc_p99p100_z_GQ
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.173345027
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4810856664
Eritrea;"sptinc_p50p90_z_ER
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.368455193
Eritrea;"sptinc_p0p50_z_ER
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1504591439
Eritrea;"sptinc_p99p100_z_ER
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1425903523
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3357
Estonia;"sptinc_p50p90_z_EE
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.4692
Estonia;"sptinc_p0p50_z_EE
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1951
Estonia;"sptinc_p99p100_z_EE
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1111
Ethiopia;"sptinc_p90p100_z_ET
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4810856664
Ethiopia;"sptinc_p50p90_z_ET
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.368455193
Ethiopia;"sptinc_p0p50_z_ET
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1504591439
Ethiopia;"sptinc_p99p100_z_ET
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1425903523
Europe;"sptinc_p90p100_z_QE
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3565
Europe;"sptinc_p50p90_z_QE
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.4532
Europe;"sptinc_p0p50_z_QE
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1903
Europe;"sptinc_p99p100_z_QE
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1083
European Union;"sptinc_p90p100_z_QY
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3535
European Union;"sptinc_p50p90_z_QY
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.4497
European Union;"sptinc_p0p50_z_QY
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1967
European Union;"sptinc_p99p100_z_QY
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1073
Finland;"sptinc_p90p100_z_FI
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3307
Finland;"sptinc_p50p90_z_FI
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.4441
Finland;"sptinc_p0p50_z_FI
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.2251
Finland;"sptinc_p99p100_z_FI
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1014
Florida;"sptinc_p90p100_z_US-FL
Pre-tax national income 
Top 10% | share
";p90p100;2017;
Florida;"sptinc_p50p90_z_US-FL
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;
Florida;"sptinc_p0p50_z_US-FL
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;
Florida;"sptinc_p99p100_z_US-FL
Pre-tax national income 
Top 1% | share
";p99p100;2017;
France;"sptinc_p90p100_z_FR
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3299
France;"sptinc_p50p90_z_FR
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.4461
France;"sptinc_p0p50_z_FR
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.224
France;"sptinc_p99p100_z_FR
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1115
Gabon;"sptinc_p90p100_z_GA
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4283697504
Gabon;"sptinc_p50p90_z_GA
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.4180243383
Gabon;"sptinc_p0p50_z_GA
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1536058918
Gabon;"sptinc_p99p100_z_GA
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1089706599
Gambia;"sptinc_p90p100_z_GM
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4521087209
Gambia;"sptinc_p50p90_z_GM
Pre-tax national income 
Middle 40% | share | adults | equal split
";p50p90;2017;0.3854039861
Gambia;"sptinc_p0p50_z_GM
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1624872979
Gambia;"sptinc_p99p100_z_GM
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1341885409
Georgia (US);"sptinc_p90p100_z_US-GA
Pre-tax national income 
Top 10% | share
";p90p100;2017;
